ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,PAY_AMT3,default payment next month
1405,300000,Female,Graduate,Married,36,-1,-1,-2,8385,-27,27,0,0,0
1406,300000,Female,Graduate,Married,45,-1,-1,-1,6608,10009,10017,22456,0,1
1407,200000,Female,Graduate,Single,26,-2,-2,-2,2179,6440,6440,3908,5,0
1408,150000,Female,University,Married,41,0,0,0,79021,77975,4023,3016,10000,0
1409,220000,Female,University,Single,25,0,0,0,165040,167485,6809,7038,5000,1
1410,420000,Male,Graduate,Single,31,-2,-2,-2,1569,563,565,1923,1194,0
1411,210000,Female,University,Single,45,-2,-2,-2,467,2050,2050,416,416,0
1412,450000,Male,High_School,Married,58,-1,-1,-1,8940,6239,6271,5740,9905,0
1413,30000,Male,University,Married,38,-1,-1,-1,184,1522,1522,0,5480,0
1414,240000,Male,University,Married,30,-1,-1,-1,2816,7608,7608,26834,3518,0
1415,420000,Female,University,Single,25,-1,0,0,28206,122212,100000,4013,3822,0
1416,60000,Female,Graduate,Single,25,0,0,0,57174,58559,3000,3800,3300,0
1417,30000,Female,High_School,Single,24,-1,-1,-1,4882,14630,14630,6485,2870,0
1418,80000,Female,Graduate,Single,29,-2,-2,-1,2673,0,0,317,0,0
1419,50000,Male,University,Single,37,0,0,0,48206,48659,2120,1750,1700,0
1420,230000,Male,High_School,Single,27,-2,-2,-2,19200,10000,10000,20176,200,0
1421,200000,Male,Graduate,Single,31,0,0,0,6618,6777,1900,3008,3500,0
1422,230000,Female,University,Single,28,0,0,0,12218,17667,6000,3500,20000,0
1423,130000,Female,University,Single,24,0,0,0,122750,118319,4966,2034,1710,0
1424,200000,Female,High_School,Single,27,1,-2,-2,0,0,0,0,0,0
1425,90000,Female,Graduate,Single,33,0,0,0,80919,87993,9000,1500,1000,0
1426,120000,Male,Graduate,Single,27,-1,-1,-1,316,316,316,1360,10000,0
1427,200000,Male,Graduate,Single,42,-2,-2,-2,470,740,740,3782,836,0
1428,20000,Female,University,Single,32,2,3,2,17757,17193,0,0,3200,0
1429,210000,Female,Graduate,Married,37,2,2,2,76089,77985,3700,3000,3200,1
1430,80000,Female,University,Single,44,0,0,0,80610,81008,6502,4000,1889,0
1431,50000,Female,Graduate,Married,29,0,0,0,50486,50035,2200,1192,1000,0
1432,70000,Female,University,Married,42,2,2,2,50886,51975,2200,2000,2500,1
1433,230000,Male,University,Single,32,2,2,2,189567,189023,9000,6300,6200,1
1434,20000,Male,University,Single,52,0,0,0,17420,19130,2000,2000,0,0
1435,30000,Male,University,Single,44,-1,0,-1,21043,21183,1196,1757,2,0
1436,100000,Male,Graduate,Single,31,2,2,2,33752,32928,0,3200,0,1
1437,80000,Female,Graduate,Single,29,0,0,0,81337,80290,2842,20412,0,1
1438,210000,Male,University,Single,33,0,0,0,187610,191592,8500,9000,7100,0
1439,50000,Male,University,Single,54,1,2,0,48153,46885,0,1400,1200,0
1440,130000,Female,University,Single,23,0,0,0,133622,129784,4752,5010,2505,0
1441,70000,Female,Graduate,Single,24,0,0,2,48432,52650,5000,1900,0,0
1442,210000,Female,Graduate,Married,33,0,0,0,17420,16182,1236,1613,1000,0
1443,100000,Male,High_School,Married,44,-1,-1,-1,780,0,0,390,390,1
1444,200000,Male,High_School,Single,51,-1,-1,-1,3556,4993,5020,9236,2529,0
1445,40000,Male,Graduate,Single,24,1,2,0,28926,28182,0,1500,1064,1
1446,80000,Female,University,Single,25,2,3,2,69602,67930,0,6000,2700,0
1447,210000,Female,Graduate,Married,37,1,-1,-1,0,732,732,873,148,1
1448,20000,Female,University,Single,23,-1,-1,-1,7186,3478,8060,137,5199,0
1449,10000,Male,High_School,Single,34,0,0,0,8813,8464,2148,1158,400,0
1450,60000,Female,High_School,Married,50,0,0,0,61600,61952,3300,2000,900,1
1451,40000,Female,University,Married,25,0,0,0,11273,12307,1520,1550,700,0
1452,290000,Female,Graduate,Single,33,-1,-1,-1,413,486,486,820,60,1
1453,50000,Male,University,Married,54,-2,-2,-2,1583,2134,2134,0,2025,0
1454,20000,Male,University,Single,25,0,0,0,17384,13648,1500,1400,2000,0
1455,30000,Male,University,Single,26,0,0,0,33195,32705,1600,1500,1500,0
1456,20000,Male,University,Married,32,0,0,0,17104,18134,1613,1602,830,0
1457,50000,Female,High_School,Single,43,0,0,0,24443,24391,1800,1400,800,0
1458,500000,Male,University,Married,42,1,-1,2,-984,3516,4500,0,0,1
1459,90000,Female,High_School,Single,24,-1,-1,-1,595,207,207,18281,557,1
1460,10000,Male,University,Single,26,0,0,0,15147,6641,2234,1135,1086,0
1461,50000,Female,University,Married,37,2,2,3,1050,1050,0,0,0,1
1462,120000,Male,Graduate,Single,36,0,0,2,24466,28255,4500,0,1200,0
1463,200000,Female,Graduate,Single,27,0,0,0,157607,155693,7194,6760,5018,0
1464,300000,Female,University,Married,50,-1,-1,-1,8924,3131,3131,121715,4000,0
1465,90000,Female,University,Single,24,-1,0,0,17524,22184,5000,5000,5000,0
1466,90000,Male,University,Married,27,0,0,0,70482,70591,2580,2337,1634,0
1467,140000,Female,Graduate,Single,23,1,-2,-2,0,0,0,0,0,1
1468,180000,Female,University,Married,39,-1,-1,-1,1081,148,148,148,296,0
1469,360000,Male,Graduate,Married,39,-1,-1,-1,1761,2560,2816,0,0,0
1470,160000,Female,High_School,Single,29,1,-2,-2,0,0,0,4150,2065,1
1471,100000,Male,Graduate,Married,45,0,0,0,10529,12723,2688,3688,3288,0
1472,20000,Male,University,Single,21,0,0,2,19277,20997,5000,0,0,1
1473,360000,Male,Graduate,Married,36,0,0,-1,40434,13352,2000,129990,30000,0
1474,230000,Male,University,Single,39,-1,-1,-1,326,326,652,326,326,0
1475,110000,Female,High_School,Single,29,0,0,0,101006,104474,5300,5300,4000,1
1476,210000,Male,University,Single,37,0,0,0,142149,139025,6534,3069,110017,0
1477,200000,Male,University,Single,26,-1,-1,0,1747,11817,12957,3884,5010,0
1478,50000,Male,University,Single,44,0,0,0,27560,19002,1159,1142,311,0
1479,210000,Female,Graduate,Single,30,1,-2,-2,0,0,0,0,0,1
1480,280000,Male,Graduate,Single,31,1,-2,-1,-32,-32,0,4919,10,0
1481,500000,Male,University,Married,40,0,0,0,94585,61111,2659,2090,6333,0
1482,30000,Female,Graduate,Single,25,0,0,0,3924,4972,1099,1000,120,0
1483,340000,Female,University,Married,36,0,0,0,167474,155293,7106,4435,4091,0
1484,360000,Male,Graduate,Single,32,-1,-1,-1,389,389,389,1955,5316,0
1485,70000,Female,Graduate,Single,22,0,0,0,71358,70285,3280,1480,1360,0
1486,20000,Female,University,Single,44,2,2,7,2400,2400,0,0,0,1
1487,230000,Male,Graduate,Single,32,0,0,0,44734,47178,10120,20000,10000,0
1488,60000,Male,University,Married,41,0,0,0,48979,41597,5070,1219,1007,0
1489,50000,Male,Graduate,Single,28,3,2,2,49828,50467,2121,0,2000,1
1490,50000,Female,Graduate,Single,29,0,0,2,10532,13145,2800,0,1500,1
1491,130000,Female,Other,Single,28,0,0,0,36108,34256,3000,3000,2500,0
1492,160000,Male,High_School,Single,52,0,0,0,155684,157364,6525,6649,2724,0
1493,60000,Female,High_School,Single,48,2,0,0,43533,39252,1700,1700,2000,0
1494,160000,Male,University,Single,43,-1,-1,0,12458,7146,7545,5000,10000,0
1495,180000,Female,Graduate,Single,25,0,-1,-1,23800,1246,1246,3430,5000,0
1496,170000,Male,University,Married,36,2,2,2,75960,64683,2000,0,0,0
1497,360000,Female,University,Single,35,2,2,2,360023,363239,14693,30,12302,1
1498,130000,Female,University,Married,34,0,0,0,59955,61252,2260,5203,0,0
1499,180000,Female,University,Single,48,1,-1,-1,2551,3044,3044,3044,5283,0
1500,20000,Male,Graduate,Single,27,1,2,-1,6274,5971,0,4000,9040,0
1501,230000,Female,University,Married,43,0,0,0,7806,8392,1295,1300,468,0
1502,220000,Female,University,Married,30,1,-2,-2,0,0,0,0,0,0
1503,240000,Male,University,Married,43,-2,-2,-2,0,0,0,0,0,0
1504,50000,Male,High_School,Married,54,0,0,0,50356,48981,2000,1120,1300,0
1505,310000,Female,University,Married,39,0,0,0,7246,6713,1155,4507,1000,0
1506,350000,Male,Graduate,Married,70,0,0,0,100895,70244,3371,2089,3008,0
1507,50000,Female,Graduate,Single,24,-1,-1,-1,629,351,351,789,699,0
1508,200000,Female,University,Married,30,1,-2,-1,26223,-137,0,73421,1309,0
1509,480000,Male,High_School,Single,53,0,0,0,482250,475931,18093,15233,12597,0
1510,180000,Female,Graduate,Married,27,2,2,2,81044,78403,2600,0,4700,1
1511,200000,Female,University,Single,33,0,0,0,184676,178491,7900,6112,6000,0
1512,20000,Male,High_School,Married,34,2,0,0,15736,16762,1284,1296,647,0
1513,50000,Male,University,Single,48,0,0,0,51631,45223,1800,1005,19763,0
1514,210000,Female,High_School,Single,33,1,-2,-1,0,0,0,3104,4056,1
1515,20000,Female,University,Single,24,0,0,0,19433,20508,1700,1300,600,0
1516,150000,Female,University,Married,31,1,-2,-1,6526,779,783,9098,8660,0
1517,50000,Female,University,Single,25,0,0,0,46528,47456,1794,1021,438,0
1518,190000,Male,High_School,Married,49,2,2,2,178367,179062,5000,3000,7100,1
1519,290000,Female,Graduate,Single,27,2,0,0,232523,243753,16500,15000,20000,0
1520,420000,Male,University,Married,39,0,0,0,171141,118103,5700,4600,5000,0
1521,340000,Female,University,Single,36,2,0,0,337981,344920,17181,2000,10000,0
1522,60000,Male,University,Single,40,3,3,5,9744,10940,1500,0,0,0
1523,90000,Female,Graduate,Single,27,0,0,0,81111,83081,3500,3000,2600,0
1524,30000,Female,Graduate,Single,27,2,2,2,28207,29261,1800,0,2150,1
1525,160000,Female,University,Married,37,-1,-1,-2,1988,0,0,0,1188,0
1526,20000,Male,University,Single,35,-1,2,2,11916,11434,0,2200,480,0
1527,90000,Female,University,Married,25,0,0,0,87525,89052,4200,3000,3000,1
1528,120000,Male,Graduate,Single,27,0,0,0,20874,21930,1700,1500,700,0
1529,120000,Male,Graduate,Single,38,1,-2,-2,-284,-610,0,0,0,0
1530,360000,Female,University,Married,50,-1,-1,-1,147,686,686,6041,1560,0
1531,160000,Female,Graduate,Single,32,-2,-2,-2,16922,2552,2555,0,0,0
1532,320000,Female,Graduate,Married,34,-2,-1,0,65083,23750,23750,10162,14702,0
1533,20000,Male,University,Single,25,0,0,2,16508,19638,3400,0,3633,0
1534,230000,Female,Graduate,Single,29,0,0,0,63184,64667,3100,3000,2300,0
1535,50000,Male,High_School,Married,44,0,0,0,15931,17363,2000,2000,1006,0
1536,50000,Male,High_School,Married,48,-1,-1,0,2722,33868,33895,1439,959,0
1537,40000,Female,High_School,Single,24,-1,2,-1,5496,698,0,400,25289,0
1538,120000,Female,High_School,Married,27,2,-1,-1,390,390,390,390,780,0
1539,130000,Female,University,Single,25,-1,-1,-1,1031,1583,1583,1000,776,1
1540,110000,Female,High_School,Single,28,0,0,2,85918,87442,4000,6000,12,0
1541,20000,Male,University,Single,22,1,2,0,8222,7948,0,1300,800,1
1542,50000,Male,High_School,Single,22,1,-2,-2,0,0,0,0,0,0
1543,120000,Female,High_School,Married,30,0,0,0,115583,114915,4178,4223,4296,0
1544,50000,Male,High_School,Single,34,0,0,0,50375,51400,2400,0,0,0
1545,360000,Female,University,Single,34,1,-2,-2,0,0,0,0,700,1
1546,240000,Female,University,Married,44,-1,-1,-1,3313,7458,7458,2335,4267,1
1547,150000,Male,Graduate,Single,32,0,-1,-1,46272,1079,1082,0,41147,0
1548,50000,Female,University,Single,23,0,0,0,30501,33113,3113,1421,4295,0
1549,500000,Female,Graduate,Single,42,-1,-1,-1,30439,1844,1844,1000,0,1
1550,110000,Female,University,Married,33,0,0,0,115895,115609,6000,5500,4000,0
1551,170000,Male,University,Married,48,0,0,0,93420,96284,4371,3533,3716,1
1552,230000,Female,University,Married,29,0,0,0,30818,31209,2000,2000,1113,0
1553,20000,Female,High_School,Single,47,0,0,0,9417,10436,1179,1193,1000,0
1554,100000,Female,Graduate,Married,41,1,-2,-2,0,0,0,0,0,0
1555,110000,Male,Graduate,Single,28,1,2,0,44278,41812,0,2000,5000,0
1556,340000,Male,Graduate,Married,52,-2,-2,-2,30832,33652,33670,35212,30000,1
1557,50000,Male,Graduate,Single,37,0,0,0,37774,38492,1976,1564,1170,0
1558,310000,Male,Graduate,Married,50,-1,-1,-1,316,316,316,10131,2456,0
1559,50000,Female,High_School,Married,31,1,2,2,38102,40025,2830,1000,1800,1
1560,240000,Female,High_School,Married,38,0,0,2,107148,113396,9500,0,4019,1
1561,50000,Female,University,Married,48,0,0,0,10929,13262,2526,1237,519,0
1562,150000,Female,Graduate,Single,34,-2,-1,2,0,13206,13206,0,0,0
1563,140000,Male,University,Single,44,0,0,0,108033,105021,4000,4537,3800,0
1564,30000,Female,High_School,Married,56,0,0,2,16088,24800,9000,1000,0,0
1565,300000,Female,Graduate,Married,30,0,0,0,93738,84636,3000,5000,2500,1
1566,50000,Male,Graduate,Single,29,0,0,0,2087,2632,1000,1186,500,0
1567,280000,Female,University,Married,37,0,0,0,29078,30144,1515,3000,3000,0
1568,120000,Female,University,Single,23,0,0,0,118063,120851,4700,3538,3000,0
1569,30000,Female,Graduate,Married,27,1,-1,-1,0,306,306,2017,6316,0
1570,30000,Female,University,Single,23,-1,0,0,3226,5591,3596,2992,16500,1
1571,180000,Male,High_School,Married,45,1,2,0,24400,24508,1500,1500,1000,0
1572,150000,Male,University,Married,33,1,2,2,8967,11510,3001,1000,1000,0
1573,110000,Female,University,Married,40,0,0,0,84589,85418,3700,4890,0,0
1574,50000,Male,Graduate,Single,24,0,0,0,50716,50606,3029,2000,1021,1
1575,230000,Female,High_School,Married,43,1,-1,2,0,3832,5655,0,3646,0
1576,230000,Female,University,Single,25,0,0,0,95311,94489,4500,4114,3500,0
1577,160000,Female,Graduate,Single,46,-2,-2,-2,6241,8788,8805,0,0,0
1578,50000,Male,High_School,Single,36,0,0,0,52855,49123,2206,1605,397,0
1579,210000,Female,Graduate,Married,36,1,-1,-1,0,1690,1690,0,5619,0
1580,120000,Female,University,Married,38,-1,-1,-1,4100,7270,7270,820,820,0
1581,240000,Female,University,Married,42,0,0,0,21943,36519,15000,20000,3330,0
1582,20000,Male,High_School,Single,47,0,0,0,18768,18795,1400,1400,1000,0
1583,50000,Female,High_School,Single,40,0,0,0,5538,6563,1271,1130,1000,0
1584,50000,Female,Graduate,Single,70,2,2,0,49546,48480,0,2200,700,0
1585,50000,Female,University,Married,32,0,0,0,48508,49213,3037,1800,1130,0
1586,100000,Male,High_School,Single,52,0,0,0,73904,73249,2781,2101,216,0
1587,390000,Female,Graduate,Married,49,-1,-1,-1,15026,13357,13357,0,0,0
1588,550000,Male,Graduate,Single,31,0,0,0,43769,38907,2018,1520,1131,0
1589,450000,Female,University,Single,36,-1,-1,-1,13500,6350,6364,11728,1532,0
1590,80000,Female,University,Married,50,-1,-1,-1,2587,2587,2587,50097,2000,0
1591,50000,Female,High_School,Married,48,0,0,0,4064,5987,2000,2000,1000,0
1592,50000,Female,University,Single,33,1,2,2,49617,50352,1813,0,2169,0
1593,180000,Male,University,Married,44,0,0,0,70721,69994,8000,3000,3000,0
1594,240000,Male,Graduate,Single,35,-2,-2,-2,15432,10835,10851,22258,20076,0
1595,320000,Female,High_School,Single,29,-1,-1,-1,500,500,500,0,0,0
1596,480000,Female,University,Married,35,-1,2,-1,18214,11031,0,182123,12960,0
1597,150000,Female,University,Married,37,-1,2,2,1184,794,0,2772,0,0
1598,110000,Female,Graduate,Single,29,0,0,2,107195,109443,7845,4000,4000,0
1599,240000,Male,Graduate,Single,30,-1,-1,-1,7744,7284,7305,11263,10018,0
1600,50000,Male,Graduate,Single,33,0,0,0,47853,49474,2412,1500,500,1
1601,120000,Male,University,Single,27,-1,-1,-1,2474,2469,2469,2439,2439,0
1602,150000,Female,Graduate,Married,31,1,-2,-2,0,0,0,0,0,0
1603,100000,Female,High_School,Single,53,0,0,0,101503,29880,1538,1777,29103,0
1604,260000,Female,University,Single,38,-2,-2,-2,-2,-2,0,727,2074,0
1605,250000,Female,University,Single,26,-2,-2,-2,16884,10397,2000,1000,1010,0
1606,100000,Female,University,Single,26,0,0,-2,9614,0,0,0,0,0
1607,160000,Male,Graduate,Married,51,2,3,2,79244,77441,0,0,8000,1
1608,270000,Female,Graduate,Married,37,-1,-1,-1,264,264,264,1191,3691,1
1609,390000,Female,University,Single,42,-1,-1,0,5895,42006,42016,1397,347,0
1610,210000,Female,University,Married,43,0,0,0,80527,82332,4000,4000,7000,0
1611,30000,Female,University,Single,23,0,0,0,24285,26143,3002,2130,2,0
1612,300000,Female,High_School,Married,30,-1,-1,0,12090,15035,15042,25500,6000,0
1613,190000,Female,High_School,Married,38,0,0,0,89619,103095,15000,10000,5674,0
1614,130000,Female,Graduate,Married,35,-1,-1,-1,6348,321,321,321,0,1
1615,360000,Male,University,Married,44,0,0,0,270248,138566,5000,5000,8600,0
1616,320000,Male,Graduate,Married,35,1,-2,-2,291,2594,2594,2691,291,1
1617,20000,Male,University,Single,35,1,-2,-2,0,0,0,0,0,1
1618,360000,Male,Graduate,Married,32,-2,-2,-2,10729,2523,2535,0,0,0
1619,190000,Female,University,Single,25,0,0,0,110031,105500,8614,5000,93,0
1620,90000,Female,University,Single,33,0,0,-1,63626,1788,1000,2000,61000,1
1621,30000,Female,Graduate,Single,26,-1,-1,-1,2635,807,1270,11500,2462,0
1622,240000,Male,Graduate,Single,29,0,0,0,240248,221277,11000,9100,8000,0
1623,40000,Female,Graduate,Single,26,0,0,0,12308,13604,1500,1500,1000,0
1624,170000,Male,University,Single,36,-1,-1,-1,2104,2074,2081,10725,12654,0
1625,180000,Male,Graduate,Single,37,0,0,0,22121,31681,10000,1700,2000,0
1626,20000,Male,High_School,Married,63,2,2,2,16097,16951,1400,700,600,1
1627,150000,Female,High_School,Married,48,0,0,2,37800,40874,4000,0,2000,0
1628,50000,Female,University,Married,47,0,0,0,44624,45128,2355,1064,140,1
1629,140000,Female,High_School,Married,31,2,2,2,89910,92588,5000,1800,5000,0
1630,50000,Male,High_School,Single,31,0,0,0,40011,33648,1566,2000,3800,0
1631,200000,Male,Graduate,Single,34,0,0,0,67002,76429,10000,18900,3000,0
1632,100000,Female,Graduate,Married,43,-1,-1,-1,9122,22971,22982,15561,27091,0
1633,250000,Female,Graduate,Single,32,0,0,0,33323,30090,2038,2065,52,0
1634,80000,Female,Graduate,Single,38,-2,-2,-2,1927,446,446,909,1740,0
1635,170000,Female,University,Married,50,0,0,0,177956,176155,7262,5586,2272,0
1636,80000,Male,High_School,Single,29,0,0,0,46638,47680,2091,1806,1767,0
1637,50000,Male,University,Married,49,0,0,0,49816,49749,3000,2000,1900,0
1638,30000,Female,High_School,Single,40,2,2,2,23687,23020,0,2579,0,0
1639,70000,Female,Graduate,Single,34,1,3,2,70971,71272,2000,0,1220,1
1640,30000,Female,High_School,Married,47,-1,-1,-1,1355,5137,5174,1392,696,0
1641,200000,Male,Graduate,Married,34,-1,-1,-1,5023,618,621,608,3114,0
1642,100000,Female,University,Single,27,-1,-1,-1,11540,1300,1303,0,0,0
1643,20000,Male,University,Single,44,0,0,0,17636,17947,1375,1122,565,1
1644,200000,Male,Graduate,Single,29,-1,-1,-2,2290,0,0,0,0,0
1645,50000,Male,High_School,Married,72,2,0,0,35417,36453,1908,1621,3165,1
1646,50000,Male,University,Married,48,0,0,0,40931,40892,1880,1650,10000,1
1647,50000,Female,Graduate,Single,27,1,2,2,36794,35922,0,4000,0,1
1648,220000,Male,University,Married,44,0,0,0,217743,180357,7000,8000,8000,0
1649,240000,Female,High_School,Married,39,-2,-2,-2,0,1234,1234,0,0,0
1650,50000,Male,Graduate,Married,40,0,0,0,42549,36110,2200,2000,1000,0
1651,500000,Female,Graduate,Married,45,-1,-1,-1,36954,-24704,0,83000,0,0
1652,170000,Male,Graduate,Single,26,-1,-1,-1,23594,1512,1512,1362,1591,0
1653,30000,Male,Graduate,Married,34,-1,-1,-1,220,2500,2500,0,0,0
1654,300000,Male,Graduate,Married,43,1,-2,-2,0,0,0,0,0,1
1655,50000,Male,University,Single,30,0,0,0,50507,48751,4000,2220,1000,0
1656,100000,Female,High_School,Married,31,-1,-1,-1,16033,1716,1716,1200,0,0
1657,150000,Female,Graduate,Single,29,0,0,2,108817,83654,7500,0,4000,1
1658,50000,Male,Graduate,Single,28,0,0,0,46176,40870,2000,1700,1519,0
1659,190000,Female,University,Single,31,-1,-1,-1,771,0,0,4251,0,0
1660,20000,Female,High_School,Single,22,0,0,0,14562,5991,1121,1000,0,0
1661,50000,Female,High_School,Married,55,1,2,2,49003,49067,2005,3900,0,0
1662,30000,Female,University,Married,39,-1,-1,-1,223,223,223,223,223,1
1663,90000,Female,Graduate,Single,27,-2,-2,2,1179,6346,7020,2980,3000,0
1664,500000,Female,Graduate,Single,36,-2,-2,-2,-312,-2479,0,4958,0,1
1665,280000,Male,Graduate,Married,40,-1,-1,-1,5310,2196,2196,2928,9564,0
1666,30000,Male,University,Married,31,0,0,0,13265,7206,1632,780,2320,0
1667,90000,Female,University,Married,36,2,2,2,49295,50206,2000,1700,2200,0
1668,200000,Male,University,Married,42,1,2,0,38187,35827,44,1303,1522,1
1669,100000,Male,University,Single,30,-2,-2,-2,914,1170,1475,0,0,0
1670,20000,Male,High_School,Single,40,0,0,2,12649,15526,3103,1408,0,0
1671,50000,Male,University,Married,51,0,0,0,49613,49326,3036,6000,1000,0
1672,50000,Female,University,Single,51,0,-1,0,10571,2477,2477,2904,0,0
1673,290000,Male,High_School,Single,32,-1,-1,-1,1520,1200,1200,0,1000,0
1674,220000,Female,Graduate,Single,36,-2,-2,-2,0,420,420,0,584,0
1675,440000,Male,Graduate,Married,37,-1,-1,-1,4330,8369,8369,16786,396,0
1676,50000,Male,University,Single,49,0,0,0,90231,90647,2852,2784,2603,1
1677,300000,Male,Graduate,Single,31,-1,-1,-1,40779,5401,5401,2444,578,0
1678,290000,Female,Graduate,Married,50,0,0,0,165563,128747,7000,10009,5000,0
1679,390000,Male,University,Married,40,1,2,0,424244,395060,587,9500,30140,0
1680,50000,Female,University,Single,24,0,0,0,29186,29792,1500,1500,1200,0
1681,220000,Female,University,Single,31,-1,-1,-2,38746,0,0,0,110699,1
1682,150000,Female,University,Single,29,0,0,-1,3559,4724,1222,2634,1008,0
1683,50000,Male,Graduate,Single,24,0,0,0,50963,49720,1844,1963,2635,0
1684,200000,Male,Graduate,Married,44,-1,-1,-2,667,0,0,0,0,0
1685,120000,Female,University,Single,30,0,0,0,16812,17571,1358,1126,636,0
1686,230000,Female,Graduate,Married,61,-2,-2,-2,1443,1443,1443,1443,1443,0
1687,180000,Female,University,Married,28,0,0,0,133868,125613,5300,4000,4000,0
1688,20000,Male,Graduate,Single,22,0,0,0,23538,22780,3000,1400,2500,0
1689,20000,Male,University,Single,23,0,0,2,18804,17855,2150,1000,504,0
1690,50000,Male,High_School,Married,46,-1,2,2,13473,12800,0,0,0,1
1691,290000,Female,Graduate,Single,24,-2,-2,-1,14931,15090,15090,19239,4975,0
1692,290000,Female,University,Single,54,-2,-2,-2,-68,-68,0,0,743,0
1693,150000,Female,Graduate,Single,27,-2,-2,-2,0,610,610,610,0,0
1694,190000,Female,University,Single,53,0,0,0,173058,133198,6300,5000,5000,0
1695,80000,Female,University,Single,25,0,0,0,81003,85894,8213,3491,3508,1
1696,250000,Male,High_School,Married,47,-1,-1,-1,1170,1863,1863,3112,2950,0
1697,20000,Male,University,Married,35,1,2,2,19755,19661,1000,1000,1000,1
1698,180000,Female,High_School,Married,45,-1,-1,-1,396,396,396,396,396,0
1699,80000,Male,Graduate,Single,25,-1,-1,-1,2109,1257,1257,466,628,0
1700,300000,Male,Graduate,Single,31,-1,-1,-1,2166,2894,2918,8974,12457,0
1701,50000,Female,High_School,Married,51,0,0,0,20454,21899,2100,2000,1000,0
1702,70000,Female,Graduate,Married,40,0,0,0,51959,40519,1597,1407,972,0
1703,150000,Female,Graduate,Single,30,0,0,2,44795,43700,10000,20,30000,1
1704,320000,Female,Graduate,Single,29,-1,-1,-1,179226,-200,0,400,0,0
1705,60000,Female,Graduate,Single,24,0,0,0,60381,39798,1639,1590,1500,0
1706,20000,Male,High_School,Single,32,0,0,2,3677,6002,2400,0,7000,1
1707,230000,Male,Graduate,Single,35,2,2,2,117277,119823,5800,4500,3800,0
1708,310000,Female,University,Married,29,0,0,0,74955,77730,4000,5000,72529,0
1709,230000,Female,Graduate,Single,36,-1,-1,-1,1545,306,306,8389,9,0
1710,200000,Female,Graduate,Married,40,-2,-2,-2,2552,8064,8084,32105,7186,0
1711,100000,Female,Graduate,Single,30,0,0,0,28383,32903,5000,10000,10000,1
1712,310000,Male,University,Married,64,-1,-1,-1,1920,0,0,10124,6,0
1713,180000,Male,High_School,Married,33,2,2,0,159999,156038,0,8000,7000,1
1714,390000,Female,Graduate,Married,38,0,0,0,164418,167501,9000,7027,5000,0
1715,20000,Female,Graduate,Single,26,1,-2,-1,0,0,0,450,0,0
1716,50000,Female,University,Married,26,0,0,0,45663,43522,2300,2349,800,0
1717,140000,Male,Graduate,Single,29,0,0,0,142087,255846,5528,4500,3500,0
1718,170000,Male,Graduate,Single,37,-1,-1,-1,4334,1343,1343,1078,1392,1
1719,250000,Female,University,Married,45,-2,-2,-2,100323,37494,2500,5300,0,0
1720,50000,Female,High_School,Married,40,2,2,0,49157,47990,0,2050,500,1
1721,250000,Female,Graduate,Single,36,0,0,0,130360,133799,5000,5000,5847,0
1722,90000,Male,Graduate,Single,27,0,0,0,56608,57897,2800,7400,3200,0
1723,90000,Male,University,Married,44,2,0,0,89875,92338,4000,4200,1700,1
1724,160000,Female,Graduate,Single,27,0,0,-2,13234,0,0,6000,15866,0
1725,360000,Male,University,Single,29,0,0,0,114527,119487,20046,5046,10000,0
1726,330000,Female,Graduate,Single,26,0,0,0,58667,38323,2213,5000,20000,0
1727,50000,Female,High_School,Married,54,1,2,0,64069,59153,0,2031,1918,0
1728,60000,Female,University,Married,42,2,2,0,57598,50821,0,2000,2000,1
1729,10000,Female,High_School,Single,42,0,0,-1,4908,5665,1275,381,399,0
1730,70000,Male,University,Married,41,1,2,2,34779,35921,2000,1500,0,0
1731,150000,Female,Graduate,Married,31,-2,-2,-2,2977,1408,1408,0,0,1
1732,250000,Female,University,Single,33,0,0,0,255223,47070,1600,1650,2100,1
1733,130000,Female,High_School,Married,33,0,0,0,122199,125283,5100,3085,1493,0
1734,130000,Male,Graduate,Single,27,0,0,0,84664,72079,2039,2007,1000,0
1735,100000,Female,University,Married,36,-2,-2,-2,2205,0,0,1983,3543,0
1736,130000,Male,University,Single,37,0,0,0,131446,102650,5000,0,0,0
1737,80000,Female,University,Single,29,2,0,0,77416,75500,2661,2509,2500,1
1738,380000,Male,Graduate,Single,41,0,0,2,350341,357703,28400,0,12800,0
1739,20000,Female,University,Single,23,0,0,0,17257,17417,1230,1239,527,1
1740,20000,Male,University,Single,25,0,0,3,15789,21698,6500,0,0,0
1741,140000,Male,Graduate,Married,54,0,0,0,139406,140295,5545,4200,3105,1
1742,180000,Male,Graduate,Single,33,-1,-1,-1,2217,0,0,8264,0,0
1743,230000,Female,Graduate,Single,29,-2,-2,-2,-5,-5,0,2974,3425,0
1744,90000,Male,Graduate,Single,32,-1,-1,-1,6546,1485,1498,25572,1443,0
1745,160000,Male,University,Single,29,-1,-1,-1,7002,6696,7229,6085,4230,0
1746,50000,Female,Graduate,Single,22,0,0,0,49459,49281,2300,2000,1000,0
1747,140000,Female,University,Single,29,-2,-2,-2,945,945,945,0,0,0
